Cruise_number,Cruise_ID_1,Cruise_ID_2,Leg,Day,Month,Year,Latitude,Longitude,Hydro_cast_no,Depth_target,Depth_real,O2_ml_L,q_O2_ml_L,O2_umol_kg,q_O2_umol_kg,NO3_UDO,q_NO3_UDO,PO4_UDO,q_PO4_UDO,SiO4_UDO,q_SiO4_UDO,NH4_USF,q_NH4_USF,NO2_USF,q_NO2_USF,NO3_NO2_USF,q_NO3_NO3_USF,PO4_USF,q_PO4_USF,SiO4_USF,q_SiO4_USF,pH,q_pH,Alkalinity_mol_kg,q_Alkalinity_mol_kg,Alkalinity_umol_kg,q_Alkalinity_umol_kg,TCO2,q_TCO2,fCO2,q_fCO2,pH_corrected,q_pH_corrected,TCO2_corrected,q_TCO2_corrected,fCO2_corrected,q_fCO2_corrected,Salinity_bottles,q_Salinity_bottles,Salinity_CTD,q_Salinity_CTD,Temperature,q_Temperature,Sigma_t,q_Sigma_t,TPP,q_TPP,PIP,q_PIP,POC_ug_kg,q_POC_ug_kg,PON_ug_kg,q_PON_ug_kg,POC_ug_L,q_POC_ug_L,PN_ug_L,q_PN_ug_L,C_N_particulate,q_C_N_particulate,DON,q_DON,DOP,q_DOP,DOC,q_DOC,TOC,q_TOC,PrimaryProductivity,q_PrimaryProductivity,Chlorophyll,q_Chlorophyll,Phaeopigments,q_Phaeopigments,Total_Prokaryotes,Bact_Biomass_mgC_m3,Bact_Biomass_uMC,Bio_cast_no,ISO_DateTime_start_hc_local,ISO_DateTime_end_hc_local,ISO_DateTime_start_bc_local,ISO_DateTime_end_bc_local,ISO_DateTime_start_hc_UTC,ISO_DateTime_end_hc_UTC,ISO_DateTime_start_bc_UTC,ISO_DateTime_end_bc_UTC
131,93HG_131,CAR-131,1,6,3,2007,10.5,-64.667,2,240,238.523,0.218315,0,9.49972,0,nd,0,nd,0,nd,0,0,0,0.041752,0,5.51462,0,1.85164,0,31.3678,0,7.65339,0,0.00242704,0,2427.04,0,2301.6,0,904.1,0,7.66259,0,2297.69,0,881.587,0,36.4053,0,36.4124,0,17.9539,0,26.3658,0,nd,0,nd,0,47.3923,0,9.71753,0,5.68983,0,46.25,0,9.48329,0,6.73099,0,0.272334,0,58.4166,0,58.3333,0,nd,0,nd,0,nd,0,1.5235,5.2435,0.4370,nd,2007-03-06T07:29:00,2007-03-06T08:49:00,nd,nd,2007-03-06T11:29:00,2007-03-06T12:49:00,nd,nd
131,93HG_131,CAR-131,1,6,3,2007,10.5,-64.667,2,250,251.221,0.0386395,0,1.68134,0,nd,0,nd,0,nd,0,0.256915,0,0.265306,0,3.27432,0,1.9175,0,34.1256,0,7.63412,0,0.00243504,0,2435.04,0,2317,0,952.1,0,7.64339,0,2313.2,0,928.914,0,36.3993,0,36.407,0,17.9166,0,26.371,0,nd,0,nd,0,50.6434,0,8.80935,0,6.70696,0,49.4227,0,8.597,0,4.79929,0,0.150838,0,nd,0,nd,0,nd,0,nd,0,nd,0,1.6316,5.8153,0.4846,nd,2007-03-06T07:29:00,2007-03-06T08:49:00,nd,nd,2007-03-06T11:29:00,2007-03-06T12:49:00,nd,nd
131,93HG_131,CAR-131,1,6,3,2007,10.5,-64.667,2,300,303.093,0,0,0,0,nd,0,nd,0,nd,0,2.41278,0,0.0105072,0,0,0,2.70769,0,41.2811,0,7.63837,0,0.00244287,0,2442.87,0,2322.1,0,938.2,0,7.64758,0,2318.25,0,914.882,0,36.3773,0,36.3779,0,17.7362,0,26.3932,0,nd,0,nd,0,49.6356,0,8.71853,0,6.64196,0,48.4391,0,8.50837,0,5.2146,0,0.127072,0,nd,0,nd,0,nd,0,nd,0,nd,0,1.7396,6.2004,0.5167,nd,2007-03-06T07:29:00,2007-03-06T08:49:00,nd,nd,2007-03-06T11:29:00,2007-03-06T12:49:00,nd,nd
131,93HG_131,CAR-131,1,6,3,2007,10.5,-64.667,2,350,353.068,0,0,0,0,nd,0,nd,0,nd,0,4.63303,0,0.00529408,0,0.0306239,0,2.82068,0,46.2804,0,7.62715,0,0.00244469,0,2444.69,0,2328.2,0,962.2,0,7.63605,0,2324.6,0,939.656,0,36.3573,0,36.3583,0,17.6272,0,26.4051,0,nd,0,nd,0,45.5067,0,8.0828,0,6.56841,0,44.4098,0,7.88797,0,6.33436,0,0,1,nd,0,61.7166,0,nd,0,nd,0,nd,0,1.6316,5.8153,0.4846,nd,2007-03-06T07:29:00,2007-03-06T08:49:00,nd,nd,2007-03-06T11:29:00,2007-03-06T12:49:00,nd,nd
131,93HG_131,CAR-131,1,6,3,2007,10.5,-64.667,2,400,409.342,0,0,0,0,nd,0,nd,0,nd,0,7.19513,0,0.0067931,0,0.00450125,0,2.98293,0,52.5286,0,7.6204,0,0.00243822,0,2438.22,0,2324.6,0,973.3,0,7.62856,0,2321.19,0,951.7,0,36.328,0,36.3375,0,17.5203,0,26.4153,0,nd,0,nd,0,42.8409,0,8.71853,0,5.73273,0,41.8082,0,8.50837,0,16.315,1,0.229455,1,nd,0,nd,0,nd,0,nd,0,nd,0,1.7829,6.3544,0.5295,nd,2007-03-06T07:29:00,2007-03-06T08:49:00,nd,nd,2007-03-06T11:29:00,2007-03-06T12:49:00,nd,nd
131,93HG_131,CAR-131,1,6,3,2007,10.5,-64.667,2,500,502.924,nd,0,nd,0,nd,0,nd,0,nd,0,11.8584,0,0.000923622,0,0,0,3.18662,0,62.1489,0,7.60494,0,nd,0,nd,0,nd,0,nd,0,7.61395,0,nd,0,nd,0,36.31,0,36.3041,0,17.3658,0,26.4273,0,nd,0,nd,0,45.4092,0,8.90017,0,5.9524,0,44.3146,0,8.68563,0,7.82351,1,0,0,nd,0,nd,0,nd,0,nd,0,nd,0,1.7072,8.2094,0.6841,nd,2007-03-06T07:29:00,2007-03-06T08:49:00,nd,nd,2007-03-06T11:29:00,2007-03-06T12:49:00,nd,nd
131,93HG_131,CAR-131,1,6,3,2007,10.5,-64.667,2,750,754.962,nd,0,nd,0,nd,0,nd,0,nd,0,19.6825,0,0,0,0.0077398,0,3.59425,0,78.9365,0,7.59209,0,0.00249826,0,2498.26,0,2393.5,0,1060.6,0,7.60154,0,2389.66,0,1034.46,0,36.265,0,36.2636,0,17.2173,0,26.4323,0,nd,0,nd,0,32.7301,0,5.08581,0,7.50816,0,31.9411,0,4.96322,0,6.05906,0,0,0,nd,0,nd,0,nd,0,nd,0,nd,0,1.8261,8.7809,0.7317,nd,2007-03-06T07:29:00,2007-03-06T08:49:00,nd,nd,2007-03-06T11:29:00,2007-03-06T12:49:00,nd,nd
131,93HG_131,CAR-131,1,6,3,2007,10.5,-64.667,2,1310,1308.48,nd,0,nd,0,nd,0,nd,0,nd,0,25.363,0,0,0,0,0,3.90152,0,89.4602,0,7.57749,0,0.002512,0,2512,0,2412.4,0,1110.1,0,7.58434,0,2409.55,0,1088.99,0,36.241,0,36.2468,0,17.2406,0,26.4137,0,nd,0,nd,0,38.4519,0,5.63072,0,7.96712,0,37.5251,0,5.49499,0,8.5553,1,0,0,nd,0,56.3833,0,nd,0,nd,0,nd,0,1.1237,5.4036,0.4503,nd,2007-03-06T07:29:00,2007-03-06T08:49:00,nd,nd,2007-03-06T11:29:00,2007-03-06T12:49:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,1,1.735,4.60477,0,200.682,0,nd,0,nd,0,nd,0,0.195253,0,0.0452841,0,0.247863,0,0.0134605,0,0.950151,0,8.02678,0,0.0024192,0,2419.2,0,2105.6,0,430.4,0,8.03953,0,2097.82,0,415.424,0,36.843,0,36.8372,0,24.8677,0,24.7709,0,nd,0,nd,0,124.869,0,21.8493,0,6.6675,0,121.859,0,21.3227,0,6.19974,0,0.164016,0,67.4333,0,69.4083,0,6.14483,0,0.469625,0,0.383175,0,BM_master,BM_master,BM_master,4,2007-04-10T13:03:00,2007-04-10T13:43:00,2007-04-10T05:15:00,2007-04-10T05:36:00,2007-04-10T17:03:00,2007-04-10T17:43:00,2007-04-10T09:15:00,2007-04-10T09:36:00
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,7,8.335,4.53362,0,197.531,0,nd,0,nd,0,nd,0,0.171425,0,0.055817,0,0.187892,0,0.0118606,0,1.17972,0,8.02864,0,0.00240591,0,2405.91,0,2092.3,0,410.9,0,8.04147,0,2084.56,0,396.595,0,36.8463,0,36.8356,0,23.9891,0,25.035,0,nd,0,nd,0,165.453,0,30.3979,0,6.35008,0,161.465,0,29.6652,0,6.17638,0,0.143415,0,nd,0,nd,0,4.49145,0,0.489125,0,0.376675,0,BM_master,BM_master,BM_master,4,2007-04-10T13:03:00,2007-04-10T13:43:00,2007-04-10T05:15:00,2007-04-10T05:36:00,2007-04-10T17:03:00,2007-04-10T17:43:00,2007-04-10T09:15:00,2007-04-10T09:36:00
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,15,15.853,4.48578,0,195.439,0,nd,0,nd,0,nd,0,0.306128,0,0.0720282,0,0.329931,0,0.0305652,0,1.16674,0,8.02439,0,0.00241313,0,2413.13,0,2101.9,0,415.8,0,8.03695,0,2093.92,0,400.831,0,36.8557,0,36.8354,0,23.8552,0,25.0748,0,nd,0,nd,0,156.249,0,28.5595,0,6.38282,0,152.482,0,27.8711,0,6.37025,0,0.165714,0,nd,0,nd,0,4.88806,0,0.492375,0,0.407225,0,BM_master,BM_master,BM_master,4,2007-04-10T13:03:00,2007-04-10T13:43:00,2007-04-10T05:15:00,2007-04-10T05:36:00,2007-04-10T17:03:00,2007-04-10T17:43:00,2007-04-10T09:15:00,2007-04-10T09:36:00
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,25,25.752,3.74072,0,162.888,0,nd,0,nd,0,nd,0,0.53915,0,0.230395,0,3.61135,0,0.227473,0,1.37089,0,7.95784,0,0.00240423,0,2404.23,0,2133.3,0,457,0,7.97006,0,2126.42,0,441.886,0,36.7497,0,36.7479,0,21.6762,0,25.6378,0,nd,0,nd,0,127.766,0,22.6766,0,6.57328,0,124.686,0,22.13,0,6.33122,0,0.266388,0,nd,0,nd,0,2.25326,0,0.5005,0,0.5811,0,BM_master,BM_master,BM_master,4,2007-04-10T13:03:00,2007-04-10T13:43:00,2007-04-10T05:15:00,2007-04-10T05:36:00,2007-04-10T17:03:00,2007-04-10T17:43:00,2007-04-10T09:15:00,2007-04-10T09:36:00
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,35,33.837,3.17682,0,138.317,0,nd,0,nd,0,nd,0,0.415598,0,0.611102,0,6.36605,0,0.379845,0,2.66894,0,7.91999,0,0.00240142,0,2401.42,0,2151.8,0,497.1,0,7.93098,0,2145.84,0,482.327,0,36.7427,0,36.7297,0,21.1847,0,25.7606,0,nd,0,nd,0,95.3559,0,15.6907,0,7.09009,0,93.0574,0,15.3125,0,5.31665,0,0.142896,0,59.3833,0,59.925,0,0.938083,0,0.453375,0,0.638625,0,BM_master,BM_master,BM_master,4,2007-04-10T13:03:00,2007-04-10T13:43:00,2007-04-10T05:15:00,2007-04-10T05:36:00,2007-04-10T17:03:00,2007-04-10T17:43:00,2007-04-10T09:15:00,2007-04-10T09:36:00
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,55,55.056,2.90398,0,126.43,0,nd,0,nd,0,nd,0,0.313377,0,0.21753,0,8.24962,0,0.487535,0,3.95263,0,7.90624,0,0.00239935,0,2399.35,0,2157.5,0,510,0,7.91744,0,2151.38,0,494.204,0,36.7053,1,36.6985,0,20.8808,0,25.8203,0,nd,0,nd,0,80.1327,0,13.6685,0,6.83969,0,78.2011,0,13.339,0,5.43878,0,0.134174,0,nd,0,nd,0,0.0290377,0,0.378625,0,0.583375,0,BM_master,BM_master,BM_master,4,2007-04-10T13:03:00,2007-04-10T13:43:00,2007-04-10T05:15:00,2007-04-10T05:36:00,2007-04-10T17:03:00,2007-04-10T17:43:00,2007-04-10T09:15:00,2007-04-10T09:36:00
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,75,73.95,2.72563,0,118.656,0,nd,0,nd,0,nd,0,0.399185,0,0.0891791,0,9.11922,0,0.520113,0,4.03291,0,7.8843,0,0.00240768,0,2407.68,0,2177.1,0,535,0,7.89485,0,2171.44,0,519.377,0,36.6677,1,36.6631,0,20.4806,0,25.9021,0,nd,0,nd,0,49.5897,0,8.15329,0,7.09587,0,48.3943,0,7.95676,0,6.11636,0,0.162615,0,58.425,0,57,0,0.126124,0,0.0482625,0,0.0892775,0,BM_master,BM_master,BM_master,4,2007-04-10T13:03:00,2007-04-10T13:43:00,2007-04-10T05:15:00,2007-04-10T05:36:00,2007-04-10T17:03:00,2007-04-10T17:43:00,2007-04-10T09:15:00,2007-04-10T09:36:00
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,100,99.86,2.80089,0,121.911,0,nd,0,nd,0,nd,0,0.434654,0,0.0532223,0,9.92562,0,0.593728,0,4.71679,0,7.86443,0,nd,0,nd,0,nd,0,nd,0,7.87582,0,nd,0,nd,0,36.6073,0,36.5947,0,19.6117,0,26.0815,0,nd,0,nd,0,46.2747,0,7.23409,0,7.46288,0,45.1593,0,7.05971,0,5.37278,0,0.0707059,0,nd,0,nd,0,0.0844507,0,0.0212875,0,0.0512525,0,BM_master,BM_master,BM_master,4,2007-04-10T13:03:00,2007-04-10T13:43:00,2007-04-10T05:15:00,2007-04-10T05:36:00,2007-04-10T17:03:00,2007-04-10T17:43:00,2007-04-10T09:15:00,2007-04-10T09:36:00
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,130,129.14,2.05916,0,89.6116,0,nd,0,nd,0,nd,0,0.520173,0,0.0261597,0,11.4572,0,0.946842,0,10.2074,0,7.81438,0,0.00238538,0,2385.38,0,2191.6,0,595.5,0,7.84279,0,2177.6,0,550.864,0,36.5153,1,36.4951,0,18.6477,0,26.2547,0,nd,0,nd,0,43.7643,0,7.32601,0,6.96947,0,42.7094,0,7.14942,0,5.49352,0,0.102028,0,54.775,0,52.8833,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T13:03:00,2007-04-10T13:43:00,nd,nd,2007-04-10T17:03:00,2007-04-10T17:43:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,1,160,160.83,1.2091,0,52.6155,0,nd,0,nd,0,nd,0,0,0,0.0162045,0,11.6748,0,1.28673,0,16.1965,0,7.73184,0,0.0023879,0,2387.9,0,2231.2,0,732.5,0,7.74225,0,2226.69,0,712.863,0,36.4713,0,36.4591,0,18.3214,0,26.3097,0,nd,0,nd,0,41.3183,0,6.77449,0,7.11562,0,40.3223,0,6.61119,0,5.98698,0,0.0978518,0,nd,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T13:03:00,2007-04-10T13:43:00,nd,nd,2007-04-10T17:03:00,2007-04-10T17:43:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,2,200,199.075,0.500978,0,21.7999,0,nd,0,nd,0,nd,0,0.327515,0,0.0164846,0,10.2011,0,1.589,0,22.5524,0,7.68366,0,0.00240127,0,2401.27,0,2264.2,0,829.9,0,7.69232,0,2260.72,0,811.905,0,36.4467,0,36.4383,0,18.126,0,26.3427,0,nd,0,nd,0,51.6817,0,7.96945,0,7.5658,0,50.4359,0,7.77735,0,7.31955,0,0.17053,0,55.575,0,54.625,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T08:02:00,2007-04-10T09:49:00,nd,nd,2007-04-10T12:02:00,2007-04-10T13:49:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,2,250,247.788,0.0380293,0,1.65478,0,nd,0,nd,0,nd,0,0.183541,0,0.0105359,0,4.20516,0,1.90892,0,33.2283,0,7.67153,0,0.00240659,0,2406.59,0,2273.9,0,850.5,0,7.67971,0,2270.75,0,833.359,0,36.4087,0,36.4045,0,17.8905,0,26.3755,0,nd,0,nd,0,51.038,0,8.88865,0,6.69892,0,49.8077,0,8.67439,0,4.98364,0,0.143251,0,nd,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T08:02:00,2007-04-10T09:49:00,nd,nd,2007-04-10T12:02:00,2007-04-10T13:49:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,2,272,271.636,0.00601869,0,0.26189,0,nd,0,nd,0,nd,0,0.269489,0,0.010186,0,0.00855099,0,2.06099,0,37.7014,0,7.63814,0,0.00240982,0,2409.82,0,2290.8,0,927.6,0,7.64706,0,2287.11,0,905.759,0,36.3995,0,36.3889,0,17.7912,0,26.3881,0,nd,0,nd,0,40.7712,0,6.95833,0,6.83589,0,39.7884,0,6.7906,0,6.24605,0,0.183534,0,55.2,0,57,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T08:02:00,2007-04-10T09:49:00,nd,nd,2007-04-10T12:02:00,2007-04-10T13:49:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,2,300,296.677,0,0,0,0,nd,0,nd,0,nd,0,2.86706,0,0,0,0,0,2.72744,0,42.7055,0,7.63567,0,0.00242366,0,2423.66,0,2304.3,0,934.1,0,7.64361,0,2301.22,0,915.666,0,36.3763,0,36.3731,0,17.6972,0,26.3991,0,nd,0,nd,0,44.6655,0,6.86641,0,7.58908,0,43.5888,0,6.7009,0,4.46029,0,0.191546,0,nd,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T08:02:00,2007-04-10T09:49:00,nd,nd,2007-04-10T12:02:00,2007-04-10T13:49:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,2,350,347.487,0,0,0,0,nd,0,nd,0,nd,0,6.53571,0,0,0,0,0,2.92012,0,51.1248,0,7.62622,0,0.00242452,0,2424.52,0,2308.9,0,953.7,0,7.63499,0,2305.31,0,931.512,0,36.3533,0,36.3462,0,17.5511,0,26.4144,0,nd,0,nd,0,54.4495,0,9.34824,0,6.79533,0,53.137,0,9.12291,0,5.86113,0,0.155405,0,nd,0,57.9166,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T08:02:00,2007-04-10T09:49:00,nd,nd,2007-04-10T12:02:00,2007-04-10T13:49:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,2,400,398.491,0,0,0,0,nd,0,nd,0,nd,0,8.49135,0,1.07343e-05,0,0,0,3.01414,0,54.9799,0,7.62895,0,0.00242884,0,2428.84,0,2311.8,0,945.2,0,7.64122,0,2306.89,0,915.376,0,36.3263,0,36.3305,0,17.4766,0,26.4205,0,nd,0,nd,0,45.3092,0,7.78561,0,6.78954,0,44.217,0,7.59794,0,6.47449,0,0.178561,0,nd,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T08:02:00,2007-04-10T09:49:00,nd,nd,2007-04-10T12:02:00,2007-04-10T13:49:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,2,500,499.237,nd,0,nd,0,nd,0,nd,0,nd,0,13.0467,0,0,0,0,0,3.21862,0,64.322,0,7.6114,0,0.00245983,0,2459.83,0,2348.9,0,998.4,0,7.62106,0,2344.88,0,972.46,0,36.2993,0,36.3006,0,17.3426,0,26.4303,0,nd,0,nd,0,30.086,0,5.67145,0,6.18894,0,29.3607,0,5.53474,0,5.26821,0,0.171261,0,nd,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T08:02:00,2007-04-10T09:49:00,nd,nd,2007-04-10T12:02:00,2007-04-10T13:49:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,2,750,746.154,nd,0,nd,0,nd,0,nd,0,nd,0,20.7283,0,0,0,0,0,3.60886,0,80.3297,0,7.59205,0,0.0024885,0,2488.5,0,2383.9,0,1056,0,7.60532,0,2378.6,0,1019.84,0,36.2627,0,36.2629,0,17.2092,0,26.4337,0,nd,0,nd,0,36.1688,0,4.66033,0,9.05449,0,35.297,0,4.548,0,4.7051,0,0.133327,0,nd,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T08:02:00,2007-04-10T09:49:00,nd,nd,2007-04-10T12:02:00,2007-04-10T13:49:00,nd,nd
132,93HG_132,CAR-132,1,10,4,2007,10.5,-64.666,2,1310,1299.35,nd,0,nd,0,nd,0,nd,0,nd,0,26.3698,0,9.14535e-05,0,0,0,3.88937,0,90.635,0,7.577,0,0.00250388,0,2503.88,0,2404.5,0,1106.1,0,7.58573,0,2401.03,0,1081.18,0,36.2423,0,36.2462,0,17.2352,0,26.4146,0,nd,0,nd,0,40.4815,0,5.39569,0,8.75299,0,39.5057,0,5.26563,0,6.94073,0,0.18538,0,nd,0,63.6,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,2007-04-10T08:02:00,2007-04-10T09:49:00,nd,nd,2007-04-10T12:02:00,2007-04-10T13:49:00,nd,nd
133,93HG_133,CAR-133,1,8,5,2007,10.499,-64.666,1,1,2.31,4.66115,0,203.213,0,nd,0,nd,0,nd,0,0,0,0.00171324,0,0,0,0.0282121,0,0.926154,0,8.04277,0,0.0024174,0,2417.4,0,2093.6,0,432.8,0,8.05506,0,2085.98,0,418.168,0,36.883,0,36.8839,0,26.1765,0,24.3999,0,nd,0,nd,0,39.5803,0,5.85529,0,7.88638,0,38.6263,0,5.71415,0,6.35734,0,0.114382,0,70.9916,0,77.0916,0,2.33261,0,0.198088,0,0.116772,0,nd,nd,nd,4,2007-05-08T12:59:00,2007-05-08T13:34:00,2007-05-08T05:06:00,2007-05-08T05:29:00,2007-05-08T16:59:00,2007-05-08T17:34:00,2007-05-08T09:06:00,2007-05-08T09:29:00
133,93HG_133,CAR-133,1,8,5,2007,10.499,-64.666,1,7,10.02,4.68975,0,204.414,0,nd,0,nd,0,nd,0,0.264209,0,0.0368466,0,0.00315344,0,0.0583518,0,1.20313,0,8.04227,0,0.00240294,0,2402.94,0,2081.1,0,419,0,8.05432,0,2073.35,0,404.515,0,36.8813,0,36.8837,0,25.4455,0,24.6283,0,nd,0,nd,0,44.408,0,6.77449,0,7.64771,0,43.3376,0,6.61119,0,17.3778,1,0.541259,1,nd,0,nd,0,2.591,0,0.206537,0,0.139003,0,nd,9.8756,0.8230,4,2007-05-08T12:59:00,2007-05-08T13:34:00,2007-05-08T05:06:00,2007-05-08T05:29:00,2007-05-08T16:59:00,2007-05-08T17:34:00,2007-05-08T09:06:00,2007-05-08T09:29:00
133,93HG_133,CAR-133,1,8,5,2007,10.499,-64.666,1,15,18.385,4.62,0,201.369,0,nd,0,nd,0,nd,0,0.233463,0,0,0,0,0,0.104161,0,0.889484,0,8.04856,0,0.00240579,0,2405.79,0,2079.3,0,409.8,0,8.06217,0,2070.92,0,394.64,0,36.878,0,36.8809,0,25.3567,0,24.6538,0,nd,0,nd,0,45.2448,0,8.42905,0,6.26234,0,44.1542,0,8.22587,0,6.31982,0,0.083362,1,nd,0,nd,0,2.32137,0,0.18785,0,0.10439,0,nd,nd,nd,4,2007-05-08T12:59:00,2007-05-08T13:34:00,2007-05-08T05:06:00,2007-05-08T05:29:00,2007-05-08T16:59:00,2007-05-08T17:34:00,2007-05-08T09:06:00,2007-05-08T09:29:00
133,93HG_133,CAR-133,1,8,5,2007,10.499,-64.666,1,25,28.7,3.99316,0,173.912,0,nd,0,nd,0,nd,0,0.361574,0,0.116916,0,1.47413,0,0.145621,0,1.81871,0,7.97323,0,0.00241023,0,2410.23,0,2129.4,0,456.8,0,7.98247,0,2123.89,0,444.837,0,36.8633,0,36.8743,0,22.6613,0,25.454,0,nd,0,nd,0,69.2222,0,13.3008,0,6.07176,0,67.5536,0,12.9802,0,6.46819,0,0.034116,1,nd,0,nd,0,2.24413,0,0.25025,0,0.30095,0,3.0503,9.9522,0.8293,4,2007-05-08T12:59:00,2007-05-08T13:34:00,2007-05-08T05:06:00,2007-05-08T05:29:00,2007-05-08T16:59:00,2007-05-08T17:34:00,2007-05-08T09:06:00,2007-05-08T09:29:00
133,93HG_133,CAR-133,1,8,5,2007,10.499,-64.666,1,35,39.249,3.51707,0,153.159,0,nd,0,nd,0,nd,0,0.0566019,0,0.258753,0,4.22458,0,0.263322,0,2.11814,0,7.86041,1,0.00239379,0,2393.79,0,2175.8,0,605.9,1,7.86758,1,2171.98,0,593.641,1,36.841,0,36.8337,0,22.1358,0,25.5734,0,nd,0,nd,0,43.2172,0,9.16441,0,5.50173,0,42.1754,0,8.9435,0,5.29098,0,0.165039,0,69.9166,0,64.875,0,2.14804,0,0.414375,0,0.836225,0,2.5341,8.2679,0.6890,4,2007-05-08T12:59:00,2007-05-08T13:34:00,2007-05-08T05:06:00,2007-05-08T05:29:00,2007-05-08T16:59:00,2007-05-08T17:34:00,2007-05-08T09:06:00,2007-05-08T09:29:00
133,93HG_133,CAR-133,1,8,5,2007,10.499,-64.666,1,55,59.793,3.14652,0,136.992,0,nd,0,nd,0,nd,0,0.00975084,0,0.13636,0,7.49613,0,0.446946,0,2.93412,0,7.89484,0,0.00240176,0,2401.76,0,2165.4,0,530.3,0,7.90536,0,2159.92,0,515.428,0,36.7353,0,36.7435,0,21.082,0,25.7994,0,nd,0,nd,0,22.587,0,3.46538,0,7.60422,0,22.0425,0,3.38185,0,5.22943,0,0.0616362,1,nd,0,nd,0,0.24832,0,0.160225,0,0.350415,0,2.4403,7.9617,0.6635,4,2007-05-08T12:59:00,2007-05-08T13:34:00,2007-05-08T05:06:00,2007-05-08T05:29:00,2007-05-08T16:59:00,2007-05-08T17:34:00,2007-05-08T09:06:00,2007-05-08T09:29:00
133,93HG_133,CAR-133,1,8,5,2007,10.499,-64.666,1,75,80.891,3.04943,0,132.758,0,nd,0,nd,0,nd,0,0.246139,0,0.067238,0,8.03794,0,0.545468,0,3.10028,0,7.85869,0,0.00234538,1,2345.38,1,2131.2,1,564.9,1,7.86702,0,2127.23,1,552.767,1,36.7163,0,36.7243,0,20.8243,0,25.8554,0,nd,0,nd,0,19.626,0,4.56841,0,5.01203,0,19.153,0,4.45829,0,4.24692,0,0,1,60.4416,0,58.6833,0,0.0311733,0,0.0684125,0,0.213688,0,2.5928,8.4593,0.7049,4,2007-05-08T12:59:00,2007-05-08T13:34:00,2007-05-08T05:06:00,2007-05-08T05:29:00,2007-05-08T16:59:00,2007-05-08T17:34:00,2007-05-08T09:06:00,2007-05-08T09:29:00
133,93HG_133,CAR-133,1,8,5,2007,10.499,-64.666,1,100,106.946,2.97948,0,129.699,0,nd,0,nd,0,nd,0,0.451055,0,0.104437,0,8.78182,0,0.686195,0,3.94496,0,7.88312,0,0.00240856,0,2408.56,0,2178.3,0,532.4,0,7.89393,0,2172.54,0,516.706,0,36.6627,0,36.6693,0,20.2852,0,25.9594,0,nd,0,nd,0,18.4996,0,3.83306,0,5.63071,0,18.0537,0,3.74066,0,5.18546,0,0,1,nd,0,nd,0,0.0395091,0,0.05005,0,0.15379,0,3.1559,10.2967,0.8581,4,2007-05-08T12:59:00,2007-05-08T13:34:00,2007-05-08T05:06:00,2007-05-08T05:29:00,2007-05-08T16:59:00,2007-05-08T17:34:00,2007-05-08T09:06:00,2007-05-08T09:29:00
